area,street,mins_to_underground,housing_type,ceiling_height_m,bathroom_type,view,renovation_type,house_material_type,parking,living_area,kitchen_area,construction_year,house_commisioned,finishing_type,price_per_meter,deal_conditions,url,mortgage_availability,transport_accessibility_score,address
Арбат,Поварская ул.,6.0,Вторичка / Апартаменты,488.0,4 совмещенных,,Без ремонта,Монолитный,Подземная,177.3,30.0,,,,1154027.0,свободная продажа,https://www.cian.ru/sale/flat/302038858/,возможна,,
Тверской,1-я Тверская-Ямская ул.,2.0,Вторичка / Апартаменты,35.0,,На улицу,Дизайнерский,,,,,,,,2707060.0,свободная продажа,https://www.cian.ru/sale/flat/288723231/,,,
Якиманка,пер. 2-й Хвостов,2.0,Новостройка,35.0,,,Без отделки,Монолитный,Подземная,78.2,90.4,2022.0,Сдан,Без отделки,1072800.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307828407/,,8.9,
Хамовники,Погодинская ул.,16.0,Вторичка,,4 совмещенных,На улицу и двор,Дизайнерский,Монолитный,Подземная,170.0,20.0,,,,1485149.0,свободная продажа,https://www.cian.ru/sale/flat/298148100/,,,
,,8.0,Вторичка,,4 совмещенных,,Дизайнерский,Монолитный,Подземная,,20.0,,,,362390.0,свободная продажа,https://www.cian.ru/sale/flat/304668311/,возможна,,
Таганский,Серебрянический пер.,12.0,Новостройка / Апартаменты,36.0,,,Без отделки,"Монолитно-кирпичный, монолитный",Подземная,178.8,8.1,2021.0,Сдан,Без отделки,1115329.0,свободная продажа,https://www.cian.ru/sale/flat/306675180/,,7.2,
Арбат,Большой Афанасьевский пер.,6.0,Вторичка,35.0,3 совмещенных,На улицу и двор,Дизайнерский,Кирпичный,Подземная,107.0,24.0,,,,1063261.0,свободная продажа,https://www.cian.ru/sale/flat/305062308/,,,
Раменки,Мичуринский просп.,10.0,Вторичка,32.0,2 раздельных,На улицу и двор,Косметический,Монолитный,Подземная,189.0,43.0,,,,750000.0,свободная продажа,https://www.cian.ru/sale/flat/303814498/,возможна,,
Пресненский,1-й Красногвардейский проезд,1.0,Новостройка / Апартаменты,,,,Неизвестно,Монолитный,,201.7,,2015.0,Сдан,-,972360.0,свободная продажа,https://www.cian.ru/sale/flat/291360013/,,,
Хамовники,Погодинская ул.,16.0,Вторичка,,3 совмещенных,На улицу и двор,Евроремонт,Монолитный,Подземная,133.0,20.0,,,,1488095.0,свободная продажа,https://www.cian.ru/sale/flat/304682490/,возможна,,
Дорогомилово,Дохтуровский пер.,8.0,Вторичка / Пентхаус,36.0,2 совмещенных,На улицу и двор,Дизайнерский,Монолитный,Подземная,,20.0,,,,594190.0,свободная продажа,https://www.cian.ru/sale/flat/305062351/,,,
Нижегородский,Квартал Издание жилой комплекс,18.0,Новостройка,33.0,,,Предчистовая,Монолитно-кирпичный,,48.2,36.4,2027.0,Не сдан,Предчистовая,281084.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/305428127/,,,
Хамовники,Бутиковский пер.,10.0,Вторичка,33.0,3 совмещенных,На улицу и двор,Дизайнерский,,Подземная,196.0,40.0,,,,1785714.0,свободная продажа,https://www.cian.ru/sale/flat/292247013/,возможна,,
Хамовники,ул. Пречистенка,6.0,Вторичка,,"2 совмещенных, 1 раздельный",На улицу и двор,Дизайнерский,,Подземная,115.0,40.0,,,,4537522.0,свободная продажа,https://www.cian.ru/sale/flat/305495338/,,,
Пресненский,Звенигородское ш.,12.0,Новостройка,45.0,1 совмещенный,,Без отделки,Монолитный,Подземная,87.6,58.5,2022.0,Сдан,"Без отделки, чистовая",1352986.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/302830923/,возможна,8.2,
Аэропорт,Ленинградский просп.,6.0,Вторичка / Апартаменты,,3 совмещенных,На улицу и двор,Дизайнерский,Монолитно-кирпичный,Подземная,103.5,16.0,,,,948718.0,свободная продажа,https://www.cian.ru/sale/flat/300298586/,,,
Обручевский,ул. Архитектора Власова,12.0,Вторичка,33.0,"2 совмещенных, 1 раздельный",На улицу,Дизайнерский,Кирпичный,Подземная,150.0,20.0,,,,447644.0,свободная продажа,https://www.cian.ru/sale/flat/308371039/,возможна,,
,,5.0,Новостройка,42.0,3 совмещенных,Во двор,,Монолитный,Подземная,48.3,68.1,2028.0,Не сдан,Без отделки,968000.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/307327882/,возможна,,
Хамовники,1-й Зачатьевский пер.,10.0,Вторичка / Пентхаус,,"2 совмещенных, 2 раздельных",На улицу и двор,Дизайнерский,Монолитный,Подземная,119.0,25.0,,,,1282609.0,свободная продажа,https://www.cian.ru/sale/flat/307585732/,,,
Филевский,Кастанаевская ул.,8.0,Вторичка,3.0,3 совмещенных,На улицу,Дизайнерский,Кирпичный,Подземная,120.0,68.0,,,,633659.0,свободная продажа,https://www.cian.ru/sale/flat/307413156/,возможна,,
Пресненский,Звенигородское ш.,12.0,Новостройка,45.0,1 совмещенный,,Без отделки,Монолитный,Подземная,69.8,37.7,2022.0,Сдан,"Без отделки, чистовая",1722778.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/305068134/,возможна,8.2,
Раменки,Минская ул.,9.0,Вторичка,35.0,4 совмещенных,На улицу и двор,Без ремонта,Монолитный,Подземная,,20.0,,,,1145315.0,свободная продажа,https://www.cian.ru/sale/flat/306369705/,,,
,,11.0,Вторичка,38.0,3 совмещенных,На улицу и двор,Дизайнерский,Кирпичный,Наземная,,20.0,,,,857143.0,свободная продажа,https://www.cian.ru/sale/flat/307580092/,возможна,,
Пресненский,Лайф Тайм жилой комплекс,15.0,Новостройка,343.0,"4 совмещенных, 1 раздельный",Во двор,Без отделки,Монолитный,Подземная,64.1,54.4,2026.0,Не сдан,Без отделки,1745264.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306155258/,возможна,7.6,
Пресненский,ул. Спиридоновка,11.0,Вторичка / Пентхаус,,2 совмещенных,На улицу и двор,Без ремонта,Кирпичный,,,25.0,,,,608960.0,свободная продажа,https://www.cian.ru/sale/flat/304837627/,возможна,,
Тропарево-Никулино,ул. Коштоянца,21.0,Вторичка / Пентхаус,3.0,2 раздельных,На улицу и двор,Дизайнерский,,,100.0,5.0,,,,259400.0,свободная продажа,https://www.cian.ru/sale/flat/308335555/,,,
Таганский,Серебрянический пер.,12.0,Новостройка / Апартаменты,36.0,,,Без отделки,"Монолитно-кирпичный, монолитный",Подземная,206.8,9.1,2021.0,Сдан,Без отделки,998192.0,свободная продажа,https://www.cian.ru/sale/flat/306675160/,,7.2,
Хорошево-Мневники,просп. Маршала Жукова,5.0,Вторичка,33.0,2 совмещенных,На улицу и двор,Дизайнерский,Монолитный,Подземная,,20.0,,,,340455.0,свободная продажа,https://www.cian.ru/sale/flat/307525684/,возможна,,
Тверской,Страстной бул.,2.0,Вторичка,,"2 совмещенных, 1 раздельный",На улицу и двор,Дизайнерский,Кирпичный,,,31.0,,,,978836.0,свободная продажа,https://www.cian.ru/sale/flat/303572167/,,,
Раменки,2-й Мосфильмовский пер.,4.0,Новостройка,,,,Без отделки,Монолитно-кирпичный,,,,2024.0,Сдан,Без отделки,1250000.0,свободная продажа,https://www.cian.ru/sale/flat/275277428/,,7.0,
Хорошевский,Чапаевский пер.,10.0,Вторичка,32.0,2 совмещенных,На улицу и двор,Дизайнерский,Монолитно-кирпичный,Подземная,,15.0,,,,1131930.0,свободная продажа,https://www.cian.ru/sale/flat/300891170/,,,
Мещанский,ул. Гиляровского,7.0,Вторичка,34.0,2 совмещенных,,Дизайнерский,,Подземная,155.8,29.3,,,,710153.0,свободная продажа,https://www.cian.ru/sale/flat/303123517/,возможна,,
,,12.0,Новостройка / Пентхаус,343.0,"4 совмещенных, 1 раздельный",Во двор,,Монолитный,Подземная,114.9,51.0,2026.0,Не сдан,,1561396.0,долевое участие (214-ФЗ),https://www.cian.ru/sale/flat/306155054/,возможна,,
Пресненский,ул. Костикова,9.0,Вторичка,3.0,"3 совмещенных, 1 раздельный",На улицу и двор,Дизайнерский,,Подземная,141.7,22.0,,,,1463235.0,свободная продажа,https://www.cian.ru/sale/flat/306841214/,возможна,,
